Bubble,0.108351
Merge,0.000264
Total,0.108627

Bubble,0.068122
Merge,0.000158
Total,0.068291

Bubble,0.085782
Merge,0.000198
Total,0.085991

Bubble,0.067201
Merge,0.000124
Total,0.067335

Bubble,0.103242
Merge,0.000155
Total,0.103409

Bubble,0.071909
Merge,0.000185
Total,0.072105

Bubble,0.096457
Merge,0.000091
Total,0.096560

Bubble,0.176490
Merge,0.000257
Total,0.176760

Bubble,0.088908
Merge,0.000123
Total,0.089042

Bubble,0.088762
Merge,0.000100
Total,0.088875

Bubble,0.069514
Merge,0.000139
Total,0.069664

Bubble,0.069179
Merge,0.000160
Total,0.069349

Bubble,0.097778
Merge,0.000118
Total,0.097907

Bubble,0.071664
Merge,0.000145
Total,0.071821

Bubble,0.108048
Merge,0.000167
Total,0.108225

