Bubble,0.521303
Merge,0.000263
Total,0.521576

Bubble,0.487286
Merge,0.000290
Total,0.487616

Bubble,0.557561
Merge,0.000629
Total,0.558202

Bubble,0.465178
Merge,0.000263
Total,0.465452

Bubble,0.629047
Merge,0.000567
Total,0.629626

Bubble,0.448326
Merge,0.000256
Total,0.448592

Bubble,0.392624
Merge,0.000460
Total,0.393097

Bubble,0.625366
Merge,0.000331
Total,0.625712

Bubble,0.434543
Merge,0.000242
Total,0.434796

Bubble,0.492382
Merge,0.000240
Total,0.492632

Bubble,0.411811
Merge,0.000346
Total,0.412169

Bubble,0.484036
Merge,0.000265
Total,0.484312

Bubble,0.431223
Merge,0.000294
Total,0.431532

Bubble,0.372415
Merge,0.000447
Total,0.372874

Bubble,0.463257
Merge,0.000290
Total,0.463560

