Bubble,2.447586
Merge,0.004934
Total,2.452537

Bubble,2.506562
Merge,0.000977
Total,2.507554

Bubble,2.062122
Merge,0.000869
Total,2.063006

Bubble,2.336794
Merge,0.001816
Total,2.338625

Bubble,2.365179
Merge,0.000692
Total,2.365885

Bubble,2.300101
Merge,0.000842
Total,2.300956

Bubble,2.563923
Merge,0.000666
Total,2.564604

Bubble,2.150819
Merge,0.000721
Total,2.151556

Bubble,2.370545
Merge,0.000713
Total,2.371272

Bubble,1.733631
Merge,0.000803
Total,1.734449

Bubble,2.441652
Merge,0.000761
Total,2.442427

Bubble,2.444170
Merge,0.000889
Total,2.445075

Bubble,2.318363
Merge,0.000692
Total,2.319068

Bubble,2.283906
Merge,0.004727
Total,2.288646

Bubble,2.391080
Merge,0.000582
Total,2.391675

