Bubble,0.017666
Merge,0.000361
Total,0.018039

Bubble,0.020727
Merge,0.000323
Total,0.021061

Bubble,0.021003
Merge,0.000296
Total,0.021310

Bubble,0.018155
Merge,0.000375
Total,0.018542

Bubble,0.019242
Merge,0.000474
Total,0.019730

Bubble,0.021686
Merge,0.000417
Total,0.022116

Bubble,0.012412
Merge,0.000409
Total,0.012833

Bubble,0.008694
Merge,0.000323
Total,0.009028

Bubble,0.016041
Merge,0.000564
Total,0.016618

Bubble,0.015299
Merge,0.000522
Total,0.015834

Bubble,0.011681
Merge,0.000306
Total,0.011999

Bubble,0.008618
Merge,0.000566
Total,0.009316

Bubble,0.023471
Merge,0.000300
Total,0.023783

Bubble,0.022522
Merge,0.000537
Total,0.023073

Bubble,0.010455
Merge,0.000511
Total,0.010980

