Bubble,0.091856
Merge,0.000286
Total,0.092154

Bubble,0.094246
Merge,0.000379
Total,0.094637

Bubble,0.129640
Merge,0.000322
Total,0.129971

Bubble,0.131797
Merge,0.000312
Total,0.132121

Bubble,0.082565
Merge,0.000308
Total,0.082885

Bubble,0.093703
Merge,0.000254
Total,0.093967

Bubble,0.081571
Merge,0.000365
Total,0.081949

Bubble,0.090163
Merge,0.000346
Total,0.090522

Bubble,0.081640
Merge,0.000289
Total,0.081941

Bubble,0.082801
Merge,0.000451
Total,0.083263

Bubble,0.093998
Merge,0.000239
Total,0.094248

Bubble,0.090397
Merge,0.000303
Total,0.090712

Bubble,0.074346
Merge,0.000398
Total,0.074757

Bubble,0.107468
Merge,0.000277
Total,0.107756

Bubble,0.082810
Merge,0.000394
Total,0.083216

