Bubble,0.595745
Merge,0.000267
Total,0.596025

Bubble,0.440440
Merge,0.000130
Total,0.440579

Bubble,0.428111
Merge,0.000136
Total,0.428259

Bubble,0.456259
Merge,0.000140
Total,0.456411

Bubble,0.399141
Merge,0.000312
Total,0.399466

Bubble,0.397926
Merge,0.000221
Total,0.398159

Bubble,0.433757
Merge,0.000174
Total,0.433943

Bubble,0.427842
Merge,0.000699
Total,0.428557

Bubble,0.168952
Merge,0.000199
Total,0.169162

Bubble,0.482088
Merge,0.000227
Total,0.482325

Bubble,0.522281
Merge,0.000129
Total,0.522421

Bubble,0.522634
Merge,0.000425
Total,0.523073

Bubble,0.436041
Merge,0.000233
Total,0.436284

Bubble,0.649638
Merge,0.000139
Total,0.649789

Bubble,0.398248
Merge,0.000279
Total,0.398539

